{'algo': 'ppo',
 'device': 'cuda',
 'episode_length': 500,
 'game_name': 'olympics-running',
 'load_episode': 900,
 'load_model': False,
 'load_run': 2,
 'map': 2,
 'max_episodes': 1500,
 'render': False,
 'save_interval': 100,
 'seed': 1,
 'shuffle_map': False}
Total agent number: 2
Agent control by the actor: 1
Game board width: 700
Game board height: 700
action dimension: [[Box(-100.0, 200.0, (1,), float32), Box(-30.0, 30.0, (1,), float32)], [Box(-100.0, 200.0, (1,), float32), Box(-30.0, 30.0, (1,), float32)]]
observation dimension: 625
store in /dssg/home/acct-stu/stu486/OlympicsProject/rl_trainer/models/olympics-running/ppo/run2
Episode:  1 controlled agent:  1 ; Episode Return:  -483.0 ; win rate(coFntrolled & opponent):  0.00 1.00 ; Trained episode: 0
Episode:  585 controlled agent:  1 ; Episode Return:  -431.0 ; win rate(coFntrolled & opponent):  0.04 0.35 ; Trained episode: 30
Episode:  586 controlled agent:  1 ; Episode Return:  -425.0 ; win rate(coFntrolled & opponent):  0.04 0.36 ; Trained episode: 30
Episode:  587 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.36 ; Trained episode: 30
Episode:  588 controlled agent:  1 ; Episode Return:  -384.0 ; win rate(coFntrolled & opponent):  0.04 0.37 ; Trained episode: 30
Episode:  589 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.37 ; Trained episode: 30
Episode:  590 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.37 ; Trained episode: 30
Episode:  591 controlled agent:  1 ; Episode Return:  -478.0 ; win rate(coFntrolled & opponent):  0.04 0.38 ; Trained episode: 30
Episode:  592 controlled agent:  1 ; Episode Return:  -417.0 ; win rate(coFntrolled & opponent):  0.04 0.38 ; Trained episode: 30
Episode:  593 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.38 ; Trained episode: 30
Episode:  594 controlled agent:  1 ; Episode Return:  -255.0 ; win rate(coFntrolled & opponent):  0.04 0.39 ; Trained episode: 30
Episode:  595 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.39 ; Trained episode: 30
Episode:  596 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.38 ; Trained episode: 30
Episode:  597 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.38 ; Trained episode: 30
Episode:  598 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.38 ; Trained episode: 30
Episode:  599 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.03 0.38 ; Trained episode: 30
Episode:  600 controlled agent:  1 ; Episode Return:  -324.0 ; win rate(coFntrolled & opponent):  0.04 0.37 ; Trained episode: 30
Episode:  601 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.36 ; Trained episode: 31
Episode:  602 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.35 ; Trained episode: 31
Episode:  603 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.35 ; Trained episode: 31
Episode:  604 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.34 ; Trained episode: 31
Episode:  605 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.33 ; Trained episode: 31
Episode:  606 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.32 ; Trained episode: 31
Episode:  607 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.32 ; Trained episode: 31
Episode:  608 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.31 ; Trained episode: 31
Episode:  609 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.31 ; Trained episode: 31
Episode:  610 controlled agent:  1 ; Episode Return:  -373.0 ; win rate(coFntrolled & opponent):  0.04 0.32 ; Trained episode: 31
Episode:  611 controlled agent:  1 ; Episode Return:  -350.0 ; win rate(coFntrolled & opponent):  0.04 0.33 ; Trained episode: 31
Episode:  612 controlled agent:  1 ; Episode Return:  -336.0 ; win rate(coFntrolled & opponent):  0.04 0.34 ; Trained episode: 31
Episode:  613 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.34 ; Trained episode: 31
Episode:  614 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.03 0.34 ; Trained episode: 31
Episode:  615 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.03 0.34 ; Trained episode: 31
Episode:  616 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.03 0.33 ; Trained episode: 31
Episode:  617 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.02 0.33 ; Trained episode: 31
Episode:  618 controlled agent:  1 ; Episode Return:  -296.0 ; win rate(coFntrolled & opponent):  0.02 0.34 ; Trained episode: 31
Episode:  619 controlled agent:  1 ; Episode Return:  -412.0 ; win rate(coFntrolled & opponent):  0.02 0.34 ; Trained episode: 31
Episode:  620 controlled agent:  1 ; Episode Return:  -235.0 ; win rate(coFntrolled & opponent):  0.02 0.35 ; Trained episode: 31
Episode:  621 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.02 0.34 ; Trained episode: 31
Episode:  622 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.02 0.33 ; Trained episode: 31
Episode:  623 controlled agent:  1 ; Episode Return:  -444.0 ; win rate(coFntrolled & opponent):  0.02 0.34 ; Trained episode: 31
Episode:  624 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.02 0.34 ; Trained episode: 31
Episode:  625 controlled agent:  1 ; Episode Return:  -187.0 ; win rate(coFntrolled & opponent):  0.02 0.35 ; Trained episode: 31
Episode:  626 controlled agent:  1 ; Episode Return:  -179.0 ; win rate(coFntrolled & opponent):  0.02 0.35 ; Trained episode: 31
Episode:  627 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.02 0.34 ; Trained episode: 31
Episode:  628 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.02 0.34 ; Trained episode: 31
Episode:  629 controlled agent:  1 ; Episode Return:  -409.0 ; win rate(coFntrolled & opponent):  0.02 0.35 ; Trained episode: 31
Episode:  630 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.02 0.35 ; Trained episode: 31
Episode:  631 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.02 0.35 ; Trained episode: 31
Episode:  632 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.02 0.34 ; Trained episode: 31
Episode:  633 controlled agent:  1 ; Episode Return:  -394.0 ; win rate(coFntrolled & opponent):  0.02 0.34 ; Trained episode: 31
Episode:  634 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.02 0.34 ; Trained episode: 31
Episode:  635 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.02 0.34 ; Trained episode: 31
Episode:  636 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.02 0.34 ; Trained episode: 31
Episode:  637 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.02 0.34 ; Trained episode: 31
Episode:  638 controlled agent:  1 ; Episode Return:  -181.0 ; win rate(coFntrolled & opponent):  0.03 0.33 ; Trained episode: 31
Episode:  639 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.03 0.32 ; Trained episode: 32
Episode:  640 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.03 0.31 ; Trained episode: 32
Episode:  641 controlled agent:  1 ; Episode Return:  -295.0 ; win rate(coFntrolled & opponent):  0.04 0.30 ; Trained episode: 32
Episode:  642 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.30 ; Trained episode: 33
Episode:  643 controlled agent:  1 ; Episode Return:  -397.0 ; win rate(coFntrolled & opponent):  0.05 0.30 ; Trained episode: 33
Episode:  644 controlled agent:  1 ; Episode Return:  -251.0 ; win rate(coFntrolled & opponent):  0.05 0.30 ; Trained episode: 34
Episode:  645 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.05 0.29 ; Trained episode: 34
Episode:  646 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.05 0.28 ; Trained episode: 34
Episode:  647 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.05 0.28 ; Trained episode: 34
Episode:  648 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.05 0.28 ; Trained episode: 34
Episode:  649 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.05 0.28 ; Trained episode: 34
Episode:  650 controlled agent:  1 ; Episode Return:  -361.0 ; win rate(coFntrolled & opponent):  0.06 0.28 ; Trained episode: 34
Episode:  651 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.06 0.28 ; Trained episode: 35
Episode:  652 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.06 0.28 ; Trained episode: 35
Episode:  653 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.06 0.28 ; Trained episode: 35
Episode:  654 controlled agent:  1 ; Episode Return:  -351.0 ; win rate(coFntrolled & opponent):  0.06 0.28 ; Trained episode: 35
Episode:  655 controlled agent:  1 ; Episode Return:  -319.0 ; win rate(coFntrolled & opponent):  0.06 0.28 ; Trained episode: 35
Episode:  656 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.06 0.28 ; Trained episode: 35
Episode:  657 controlled agent:  1 ; Episode Return:  -161.0 ; win rate(coFntrolled & opponent):  0.06 0.29 ; Trained episode: 35
Episode:  658 controlled agent:  1 ; Episode Return:  -430.0 ; win rate(coFntrolled & opponent):  0.06 0.30 ; Trained episode: 35
Episode:  659 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.06 0.30 ; Trained episode: 35
Episode:  660 controlled agent:  1 ; Episode Return:  -465.0 ; win rate(coFntrolled & opponent):  0.06 0.30 ; Trained episode: 35
Episode:  661 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.06 0.29 ; Trained episode: 35
Episode:  662 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.06 0.29 ; Trained episode: 35
Episode:  663 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.06 0.29 ; Trained episode: 35
Episode:  664 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.06 0.28 ; Trained episode: 35
Episode:  665 controlled agent:  1 ; Episode Return:  -280.0 ; win rate(coFntrolled & opponent):  0.06 0.29 ; Trained episode: 35
Episode:  666 controlled agent:  1 ; Episode Return:  -322.0 ; win rate(coFntrolled & opponent):  0.07 0.29 ; Trained episode: 35
Episode:  667 controlled agent:  1 ; Episode Return:  -462.0 ; win rate(coFntrolled & opponent):  0.07 0.30 ; Trained episode: 36
Episode:  668 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.06 0.30 ; Trained episode: 36
Episode:  669 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.06 0.30 ; Trained episode: 36
Episode:  670 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.06 0.29 ; Trained episode: 36
Episode:  671 controlled agent:  1 ; Episode Return:  -470.0 ; win rate(coFntrolled & opponent):  0.06 0.30 ; Trained episode: 36
Episode:  672 controlled agent:  1 ; Episode Return:  -334.0 ; win rate(coFntrolled & opponent):  0.06 0.30 ; Trained episode: 36
Episode:  673 controlled agent:  1 ; Episode Return:  -276.0 ; win rate(coFntrolled & opponent):  0.06 0.31 ; Trained episode: 36
Episode:  674 controlled agent:  1 ; Episode Return:  -378.0 ; win rate(coFntrolled & opponent):  0.07 0.31 ; Trained episode: 36
Episode:  675 controlled agent:  1 ; Episode Return:  -270.0 ; win rate(coFntrolled & opponent):  0.07 0.32 ; Trained episode: 37
Episode:  676 controlled agent:  1 ; Episode Return:  -485.0 ; win rate(coFntrolled & opponent):  0.07 0.33 ; Trained episode: 37
Episode:  677 controlled agent:  1 ; Episode Return:  -468.0 ; win rate(coFntrolled & opponent):  0.07 0.34 ; Trained episode: 37
Episode:  678 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.07 0.34 ; Trained episode: 37
Episode:  679 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.07 0.34 ; Trained episode: 37
Episode:  680 controlled agent:  1 ; Episode Return:  -295.0 ; win rate(coFntrolled & opponent):  0.07 0.34 ; Trained episode: 37
Episode:  681 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.07 0.33 ; Trained episode: 37
Episode:  682 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.07 0.32 ; Trained episode: 37
Episode:  683 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.07 0.32 ; Trained episode: 37
Episode:  684 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.07 0.32 ; Trained episode: 37
Episode:  685 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.07 0.31 ; Trained episode: 37
Episode:  686 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.07 0.30 ; Trained episode: 37
Episode:  687 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.07 0.30 ; Trained episode: 37
Episode:  688 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.07 0.29 ; Trained episode: 37
Episode:  689 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.07 0.29 ; Trained episode: 37
Episode:  690 controlled agent:  1 ; Episode Return:  -286.0 ; win rate(coFntrolled & opponent):  0.07 0.30 ; Trained episode: 37
Episode:  691 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.07 0.29 ; Trained episode: 37
Episode:  692 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.07 0.28 ; Trained episode: 37
Episode:  693 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.07 0.28 ; Trained episode: 37
Episode:  694 controlled agent:  1 ; Episode Return:  -229.0 ; win rate(coFntrolled & opponent):  0.07 0.28 ; Trained episode: 37
Episode:  695 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.07 0.28 ; Trained episode: 37
Episode:  696 controlled agent:  1 ; Episode Return:  -171.0 ; win rate(coFntrolled & opponent):  0.08 0.28 ; Trained episode: 37
Episode:  697 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.08 0.28 ; Trained episode: 38
Episode:  698 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.08 0.28 ; Trained episode: 38
Episode:  699 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.08 0.28 ; Trained episode: 38
Episode:  700 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.07 0.28 ; Trained episode: 38
Episode:  701 controlled agent:  1 ; Episode Return:  -443.0 ; win rate(coFntrolled & opponent):  0.07 0.29 ; Trained episode: 38
Episode:  702 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.07 0.29 ; Trained episode: 38
Episode:  703 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.07 0.29 ; Trained episode: 38
Episode:  704 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.07 0.29 ; Trained episode: 38
Episode:  705 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.07 0.29 ; Trained episode: 38
Episode:  706 controlled agent:  1 ; Episode Return:  -314.0 ; win rate(coFntrolled & opponent):  0.08 0.29 ; Trained episode: 38
Episode:  707 controlled agent:  1 ; Episode Return:  -369.0 ; win rate(coFntrolled & opponent):  0.08 0.30 ; Trained episode: 39
Episode:  708 controlled agent:  1 ; Episode Return:  -294.0 ; win rate(coFntrolled & opponent):  0.09 0.30 ; Trained episode: 39
Episode:  709 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.09 0.30 ; Trained episode: 40
Episode:  710 controlled agent:  1 ; Episode Return:  -130.0 ; win rate(coFntrolled & opponent):  0.09 0.30 ; Trained episode: 40
Episode:  711 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.09 0.29 ; Trained episode: 40
Episode:  712 controlled agent:  1 ; Episode Return:  -314.0 ; win rate(coFntrolled & opponent):  0.09 0.29 ; Trained episode: 40
Episode:  713 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.09 0.29 ; Trained episode: 40
Episode:  714 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.09 0.29 ; Trained episode: 40
Episode:  715 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.09 0.29 ; Trained episode: 40
Episode:  716 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.09 0.29 ; Trained episode: 40
Episode:  717 controlled agent:  1 ; Episode Return:  -226.0 ; win rate(coFntrolled & opponent):  0.09 0.30 ; Trained episode: 40
Episode:  718 controlled agent:  1 ; Episode Return:  -177.0 ; win rate(coFntrolled & opponent):  0.09 0.30 ; Trained episode: 40
Episode:  719 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.09 0.29 ; Trained episode: 40
Episode:  720 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.09 0.28 ; Trained episode: 40
Episode:  721 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.09 0.28 ; Trained episode: 40
Episode:  722 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.09 0.28 ; Trained episode: 40
Episode:  723 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.09 0.27 ; Trained episode: 40
Episode:  724 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.09 0.27 ; Trained episode: 40
Episode:  725 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.09 0.26 ; Trained episode: 40
Episode:  726 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.09 0.25 ; Trained episode: 40
Episode:  727 controlled agent:  1 ; Episode Return:  -350.0 ; win rate(coFntrolled & opponent):  0.09 0.26 ; Trained episode: 40
Episode:  728 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.09 0.26 ; Trained episode: 40
